Institute code,College Name,Fees,GOVERNMENT/PRIVATE,Location,Computer_ CET_cuttoff ,Computer_JEE_cuttoff ,GENERAL_cuttoff,OBC_cuttoffs,SC/ST_cuttoff,EWS_cuttoffs,Quota(management)(yes/no),Intakes(seats),Placement   (on_campus)(yes/no),college_hostels_available,Academic rating (out of 5),Faculty rating(out of 5),Infrastructure rating (out of 5),accomodation rating (out of 5),Placement rating (out of 5),Overall rating (out of 10)
6185,Sinhgad Institute of Technology,444000,Private,"49/1, Westerly Bypass Rd, opp. Bank of Maharashtra, Narhe, Pune, Maharashtra 411041",84.52,83.070845,86.0109616,83.4,65.0367935,85.1537884,yes,120,yes,yes,,3.9,4.1,,3.6,
6187,"Sinhgad Academy of Engineering, Kondhwa (BK) Kondhwa-Saswad Road, Pune",355000,Un-Aided,"Sinhgad academy of engineering, Sinhgad Kondwa, Danny Mehata Nagar, Kondhwa, Pune, Maharashtra 411048",87.82,81.466863,87.82,86.78,66.8171727,88.4658665,yes,180,yes,yes,,3.9,3.7,,3.6,
6203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",487000,Un-Aided,"S. No. 35, Plot, 5/6, Wadgaon Shinde Road, Lohegaon, Pune, Maharashtra 411047",88.02,81.2392704,87.6993762,87.16,69.597699,87.6984872,yes,120,yes,,,37,4,,3.9,
6206,"Pune District Education Association's College of Engineering, Pune",3190,Government,"Pune, Maharashtra",81.12,81.49,81.12,79.47,62.74,82.47,yes,60,yes,yes,,4,4,,4,
6207,"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",360000,Private,"Pimpri, Pune",97.79,96.8,94.74,94.59,88.68,95.66,yes,180,yes,yes,,4.5,4.5,,4.75,
,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",1520,Private,"Sangli, Maharashtra
",94.82,,94.88,91.7,83.64,94.83,yes,120,yes,yes,,3.5,3.5,,3.75,
6217,"Shri. Balasaheb Mane Shikshan Prasarak Mandal's, Ashokrao Mane Group of Institutions",2420,Private,"Kolhapur, Maharashtra",39.79,,22.04,2.98,,61.69,yes,180,yes,yes,,4,4,,3,
6219,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur",2230,Private,"Solapur,Maharashtra",17.6,,28.48,6.3,2.13,5.12,yes,60,yes,yes,,2,3,,2,
6220,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur",3390,Private,"Pandharour,Maharastra",87.51,,73.42,76.84,80.63,89.36,yes,120,yes,No,,3,3,,3.75,
6222,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.",3410,Private,"Ichalkaranji,Maharastra",85.56,,86.45,84.76,51.64,92.16,yes,120,yes,yes,,4,4,,3.35,
6223,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur",2540,Private,"Solapur,Maharashtra",83.64,,,73.26,76.05,82.1,yes,60,yes,yes,,3.5,4,,4.1,
6250,"D.Y. Patil College of Engineering and Technology, Kolhapur",2270,Private,"Kolhapur, Maharashtra",88.29,,88.29,83.38,78.58,92.86,yes,180,yes,yes,,4.5,4,,4.3,
6265,"Walchand Institute of Technology, Solapur",2820,Private,"Solapur,Maharashtra",97.13,,87.88,,,,,180,yes,yes,,3.5,4,,4.15,
6267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",110000,"Un-Aided, Autonomous","Kolhapur, Gokul Shirgaon, Maharashtra 416234",94.88,88,94.88,93.43,86.69,94.25,Yes,120,yes,Yes,,3.5,3.5,,3.55,
6268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",120000,"Un-Aided, Autonomous","Tatyasaheb Kore Institute of Engineering and Technology (TKIET), Warananagar, Tal. Panhala, Dist. Kolhapur - 416 113, Maharashtra, India",83.63,71.14,83.63,78.87,64.45,86.37,No,120,yes,Yes,3.7,4.2,4.2,4.3,4,
6269,"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli",85000,Un-Aided,"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Tal. Miraj, Dist. Sangli - 416 410, Maharashtra, India",79.81,64.16,79.81,71.05,61.43,81.11,Yes,60,yes,Yes,3.5,3.8,3.6,3.6,3.2,
6270,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",110000,Un-Aided,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Kasbe Sukene, Tal. Karad, Dist. Satara - 415 110, Maharashtra, India",81.48,61.26,81.48,69.03,64.26,85.47,Yes,60,yes,Yes,3.1,3.3,3.6,3.6,3.4,
6271,"Pune Institute of Computer Technology, Dhankavdi, Pune",140000,Un-Aided,"Pune Institute of Computer Technology (PICT), 10, M.I.D.C., Bhosari, Pune - 411 026, Maharashtra, India",99.67,98.71,99.67,99.55,97.75,99.55,Yes,240,yes,Yes,4.2,4,,,,
6272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",140000,Un-Aided,"D.Y. Patil College of Engineering, D.Y. Patil Knowledge City, Akurdi, Pune - 411 044, Maharashtra, India",97.33,95.15,97.33,97.01,92.11,97.25,Yes,180,yes,Yes,3.7,4,7.5,,,
6273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",130000,"Un-Aided, Autonomous","Vishwakarma Institute of Technology (VIT), 666, Upper Indira Nagar, Bibwewadi, Pune - 411 037, Maharashtra, India",99.23,96.66,99.23,99.12,97.12,,Yes,180,yes,Yes,4.1,4,,,,
6274,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of Management, Pune",120000,Un-Aided,"Pune Vidyarthi Griha's College of Engineering and Technology (PVG COET), 22, Erandwane, Pune - 411 038, Maharashtra, India",97.78,94.51,97.78,97.55,67.71,83.63,Yes,120,yes,Yes,3.7,3.7,4.3,3.9,4,
6275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",90000,Un-Aided,"Malegaon-Baramati Road, Malegaon, Tal. Baramati, Dist. Pune - 413 115, Maharashtra, India",84.5,74.68,84.5,81.23,75.86,86.25,Yes,60,yes,Yes,2.9,3.6,3.5,3.5,4.1,
6276,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",175436,"Un-Aided, Autonomous","Karvenagar,Pune",98.66,98.19,94.62,97.6,98.7,98.02,Yes,180,yes,Yes,,4.2,4.1,,,
6277,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",89000,Un-Aided,Jaysingpur,77.99,65.3,77.9,60.75,58.55,79.78,Yes,120,Yes,Yes,3,5,4,1,5,
6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",80870,Un-Aided,"Shivajinagar, Pune",97.21,95.61,97.21,95.31,89.99,96.31,Yes,120,yes,Yes,,3.85,3.65,,4,
6281,"Modern Education Society's Wadia College of Engineering, Pune",119000,Un-Aided,Pune,94.03,91.52,94.03,93.93,84.44,94.03,Yes,240,Yes,Yes,,4.2,4.1,,3,
6282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",128851,"Un-Aided, Autonomous","Shivajinagar, Pune",97.56,95.63,97.56,95.74,90.77,97.71,Yes,120,yes,Yes,,4.1,4.2,,4,
6283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",107500,"Un-Aided, Autonomous","Ashta, Sangli",86.84,82.31,86.84,84.39,75.31,89.52,Yes,180,yes,Yes,,3.6,3.5,,4,
6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",96000,"Un-Aided, Autonomous",Baramati Dist.Pune,92.8,89.3,92.48,90.13,86.91,92.48,Yes,120,Yes,yes,,4.05,4.1,,3.5,
6285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",95175,Un-Aided,"Katraj, Dhankawadi, Pune",91.69,88.6,91.69,93.68,89.18,93.68,Yes,120,Yes,yes,,4,3.8,,3.6,
6288,"Bharati Vidyapeeth's College of Engineering, Kolhapur",1010,Un-Aided,", Kolhapur",80.86,77.2,84.95,76.84,61.43,80.86,Yes,120,Yes,yes,,4,4,,3.5,
6289,"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",184610,"Un-Aided, Autonomous","Kondhwa (Bk.), Pune",98.05,97.6,98.34,98.15,95.03,97.78,Yes,240,Yes,Yes,,4.25,3.75,,4.75,
6293,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",85000,Un-Aided,Solapur,65.03,60.3,65.3,28.6,36.02,61.63,Yes,120,Yes,Yes,,3.85,4,,3.25,
6298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",102000,Un-Aided,"Narhe,Pune",87.6,70,87,85,75,87,Yes,180,Yes,Yes,,3.5,3.5,,3.25,
6303,"Dr. Ashok Gujar Technical Institute's Dr. Daulatrao Aher College of Engineering, Karad",103000,Un-Aided,Karad,60,52,63.6,56,48,63,Yes,120,Yes,Yes,,2.5,2.25,,3.5,
6304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",53740,Un-Aided,Sangli,66,51,66,52,49,65,Yes,60,Yes,Yes,,2.75,2.5,,2.75,
6305,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",90000,Un-Aided,Satara,30,21,30,28,24,29,Yes,60,Yes,Yes,,3,3.5,,2,
Institute code,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",85001,Un-Aided,Satara,60,68,60,58,55,59,Yes,60,Yes,Yes,,2.75,3,,2.25,
,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",80000,Un-Aided,Pune,77,70,77,72,68,73,Yes,60,Yes,Yes,,3,3.5,,2.75,
,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",85000,Un-Aided,Pune,83,77,83,79,68,81,Yes,180,Yes,Yes,,3.75,4,,3.75,
,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",95001,Un-Aided,Solapur,50,48,50,47,41,48,Yes,60,Yes,Yes,,2.5,3,,2.5,
6322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",81000,Un-Aided,Pune,75,72,75,70,60,73,Yes,120,Yes,Yes,,3.5,3.5,,3.5,
6324,"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",66655,Un-Aided,Pune,0.7517,0.7715,50,54,43,57,Yes,60,Yes,Yes,,3.5,3,,2.75,
6325,"Alard Charitable Trust's Alard College of Engineering and Management, Pune",66000,"Un-Aided, Autonomous",Pune,77.85,45,77.85,77.54,65.36,77.85,Yes,60,Yes,Yes,,3.5,3.5,,5,
6318,Karmayogi Institute of Technology,66000,Un-Aided,Pune,69.91,50.73,69.91,64,55,62,Yes,60,Yes,Yes,,3.5,3.5,,3,
6319,"Nutan College of Engineering and Research, Talegaon Dabhade Tal. Maval, Pune",85000,Un-Aided,Pune,92,85,92,89,75,90,Yes,180,Yes,Yes,,3.5,4,,3.75,
6320,"Shriram Institute Of Engineering & Technology, (Poly), Paniv",70000,Un-Aided,Paniv,60,75,60,55,45,58,Yes,240,Yes,Yes,,3.5,3,,3,
6321,"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad",81000,Un-Aided,Karad,70,55,70,65,50,68,Yes,60,Yes,Yes,,3,3.5,,2.5,
6322,"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur",100000,Un-Aided,Kolhapur,65,60,65,60,55,60,Yes,60,Yes,Yes,,3.5,3,,3.25,
6324,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",65000,Un-Aided,Satara,86,62,85,82,75,80,Yes,60,Yes,Yes,,3.5,3.5,,3,
6325,"Jaihind College Of Engineering,Kuran",62000,"Un-Aided, Linguistic Minority - Hindi",Kuran,78,68,78,73,65,75,Yes,120,Yes,Yes,,3,3.5,,3,
6326,ISBM College Of Engineering Pune,105000,Un-Aided,Pune,82,72,81,73,70,78,Yes,60,Yes,Yes,,4,3.5,,3.75,
6419,"Universal College of Engineering & Research, Sasewadi",172728,Un-Aided,Sasewadii,85,75,85,82,78,80,Yes,120,Yes,Yes,,3.25,3.5,,3,
6444,"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",90000,Un-Aided,Chincholi,0.75,0.6,0.75,0.7,0.6,0.8,Yes,120,Yes,Yes,,,,,,
6466,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",70000,Un-Aided,180,0.85,0.7,0.85,0.8,0.7,0.83,Yes,120,Yes,Yes,3.5,3.2,3,,,
6468,"Samarth Group of Institutions, Bangarwadi, Post Belhe Tal. Junnar Dist. Pune",60000,Un-Aided,180,0.84,60,84,73,63,84,Yes,120,Yes,Yes,3.8,3.4,3,,,
6545,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",444000,Un-Aided,360,85,75,85,80,70,80,Yes,120,Yes,Yes,4,4,3.8,,,
6609,"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur",82000,Un-Aided,300,75,80,75,70,60,73,Yes,120,Yes,Yes,4.5,4.6,4,,,
6622,"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj",70000,"Un-Aided, Linguistic Minority - Hindi",360,85,75,85,80,75,80,Yes,120,Yes,Yes,3,3.8,3.5,,,
6625,"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune",108000,Un-Aided,91,90,85,90,85,80,85,Yes,120,Yes,Yes,3.5,3.9,3.7,,,
6628,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",85000,Un-Aided,390,90,85,90,85,80,85,Yes,120,Yes,Yes,4,4,3.9,,,
6632,"International Institute of Information Technology (I²IT), Pune.",77000,Un-Aided,360,95,90,95,90,85,90,Yes,120,Yes,Yes,3.6,3.8,3.6,,,
6634,"JSPM Narhe Technical Campus, Pune.",50800,Un-Aided,360,85,80,85,80,75,80,Yes,120,Yes,Yes,3.7,4,4,,,
6635,"Fabtech Technical Campus College of Engineering and Research, Sangola",80000,Un-Aided,"location-F695+2P6, Miraj - Pandharpur Rd, Sangola, Maharashtra 413307 ",47,40,55,35,22,35,Yes,120,Yes,Yes,,3.35,4.3,,2,
6640,"Yashoda Technical Campus, Wadhe, Satara.",87500,Un-Aided,"S. No. 242/1, V. N. Road, Wadhe, NH-4, Satara, Maharashtra",55,30,61,52,25,38,Yes,120,Yes,Yes,,3.9,4.1,,1.5,
6643,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",46000,Un-Aided,"Kalyan-Nagar, A/P: Rajuri, Taluka:Junnar, Dist:Pune,, Rajuri, Maharashtra ",60,75,65,60,39,30,Yes,60,Yes,Yes,,3.7,3.7,,2,
6644,"Shree Ramchandra College of Engineering, Lonikand,Pune",60000,Un-Aided," Gate No 351/333-1 ,Pune -Nagar Road ,Bakori Phata Wagholi Pune-412216  ",47,50,76,73,59,74,Yes,60,Yes,Yes,,3.4,3.6,,2.25,
6649,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.",77000,Un-Aided,"362M+X72, surul, Peth, Maharashtra 415407",50,39,57,40,12,40,Yes,60,Yes,Yes,,3.2,3.5,,,
6732,Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,85000,Un-Aided,"                                       Phaltan, Satara District, Maharashtra ",30.59,60,30.59,15.68,25.54,51.47,yes,60,yes,yes,,,,,,
6754,"Suman Ramesh Tulsiani Technical Campus Faculty of Engineering, Kamshet,Pune.",121000,Un-Aided,"Kamshet, Pune, Maharashtra",64.26,76,64.26,60.75,9.36,60.36,yes,60,yes,yes,3.5,3,3.5,,2.5,
6755,"P.K. Technical Campus, Pune.",66150,Un-Aided,"                                                          Pune, Maharashtra",77.41,64,77.41,74.46,58.11,80.07,yes,60,yes,yes,4,3.5,4,,3,
6756,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.",112480,Un-Aided,"                                                    Warje, Pune, Maharashtra",86.34,80,86.34,84.95,66.32,87.22,yes,120,yes,yes,3.5,3,3.5,,3.5,
6757,"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.",175000,Un-Aided,"                                  Kusgaon (BK), Lonavala, Pune, Maharashtra",82.2,66,82.2,80.23,58.71,85.41,yes,120,yes,yes,4,4,4.5,,4,
6758,"NBN Sinhgad Technical Institutes Campus, Pune",107120,Un-Aided,"Ambegaon Budruk, Pune, Maharashtra",91.02,89.17,92.23,90.69,62.35,90.42,YES,120,YES,YES,4.5,4,4.5,,4,
6759,"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.",83530,Un-Aided,"Wathar Warna Nagar Road, Talsande, Maharashtra 416112",71.98,81.62,80.78,74,42.3,87.32,YES,180,YES,YES,,,,,,
6762,"Bhagwant Institute of Technology, Barshi",59000,Un-Aided," Latur-Kurduwadi Bypass, Barshi",92.04,46.45,82.67,81.15,44.25,86.28,YES,120,YES,YES,,,,,,
6766,"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj",117000,Un-Aided,"Yashwantnagar, Akluj, Maharashtra 413118",74.08,55.45,45,66.4,66.4,86.65,YES,45,YES,YES,,,,,,
6767,"Anantrao Pawar College of Engineering & Research, Pune",50800,Un-Aided,"Shahu College Rd, Parvati, Pune, Maharashtra 411009",90.65,68.35,69.789,84.4,72.87,88.88,YES,60,YES,YES,,,,,,
6768,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar",68000,Un-Aided,"A/P : Someshwarnagar (Waghalwadi), Tal: Baramati Dist: Pune Pin 412306",59.86,54.32,59.86,49.04,5.23,94.72,yes,120,YES,YES,,3.5,4,,3.25,
6769,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune",70000,Un-Aided,"Bharati Vidyapeeth’s College of Engineering, Lavale, Near Pirangut, Pune, PIN - 412 115",94.19,93.03,90.4,93.21,85.25,94.72,yes,120,YES,YES,,4.25,4.25,,4,
6770,"Dnyanshree Institute Engineering and Technology, Satara",83000,Un-Aided,"A/P- Sonwadi-Gajawadi, Sajjangad Road, Satara-415013",62.8,35.12,59.86,58.74,39.9,74.86,yes,120,YES,YES,,3.5,3.5,,3.75,
6772,"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj",298000,Un-Aided,"Shivganga Charitable Trust,Sangli’s, VISHVESHWARYA TECHNICAL CAMPUS,  Miraj-Pandharpur Road,Gate No.173, Patgaon,Tal – Miraj, Dist. Sangli, Maharashtra Pin : 416420

",30.59,85.01,26.9,,,11.39,yes,60,YES,YES,,4,3.75,,3,
6781,"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",115000,Un-Aided,"Gadhinglaj,Gadhinglaj Taluka:Gadhinglaj,Dist:Kolhapur (Maharashtra) - 416503",78.34,48.82,76.83,40.64,40.64,74.4,yes,60,YES,YES,,3.5,4,,3.6,
6780,"Dr. D.Y.Patil Institute of Engineering, Management & Reseach, Akurdi, Pune",135998,Un-Aided,"Nigdi Pradhikaran, Akurdi, Pune",95.88,95.28,95.88,95.78,90.63,95.6,yes,120,yes,yes,,4,4.2,,,
6782,"Keystone School of Engineering, Pune",107100,Un-Aided,"near handewadi chowk,uruli devrachi,pune",74.14,81,74.14,71.36,75.9,76.84,yes,180,yes,yes,,3.95,3.5,,0.018,
6794,Sanjay Ghodawat Institute,160000,private/unaided,"HATKANANGLE, KOLHAPUR, MAHARASHTRA",78.42,0.7,88.1,45,40,79.81,yes,60,yes,yes,,3.9,4.7,,,
6795,"Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala",74000,Un-Aided,"Mouje Vaksai, Tahasil Maval, Ins Shivaji Lonavale, Pincode 410405",67.4,0.76,67.4,66.44,35.63,69.6,yes,30,yes,yes,,4,3.8,,0.04,
6796,"Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet",134366,Un-Aided,"Laxminagar, Ravet, Haveli, Pune - 412101.",96.46,0.9584,96.46,95.29,90.52,91.27,yes,360,yes,yes,,4.21,3.46,,0.0425,
6797,"Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon",200000,Private,"  Dr. D Y Patil College of Engineering & Innovation, Varale, Talegaon, Pune 24027/A/1/2C, Varale, Talegaon Dabhade, Maharashtra 410507",90,0.85,90,85,80,0.87,yes,120,yes,yes,,4.25,4.25,,0.04,
6799,"Dr. D Y Patil Pratishthan's College of Engineering, Kolhapur",275000,autonomus,"      R. S. No. 865 A-Ward, Salokhe Nagar, Kolhapur, Maharashtra 416001
D. Y. Patil College Of Engineering, address",80,90,80,75,65,79.39,yes,60,yes,no,,4.25,4,,0.045,
6802,"Dr. A. D. Shinde College Of Engineering, Tal.Gadhinglaj, Kolhapur",181000,private,"Guddai, A, Bhadgaon - Shindewadi Rd, Gadhinglaj, Maharashtra 416502",85,90,85,80,76,80,yes,120,yes,yes,,4.25,4.25,,0.0435,
6803,Shree Siddheshwar Women's College Of Engineering Solapur.,258000,private,"Bhavani Peth, Solapur, Maharashtra 413002",95,97,95,85,80,85,yes,120,yes,yes,,4,4,,0.045,
6808,"Dr. D.Y. Patil Technical Campus, Varale, Talegaon, Pune",431000,private,"          Sr No. 32, Patil Technical Campus, Dr. D. Y, 1 A/7, Tal. Maval, Varale,",87,95,87,80,75,80,yes,120,yes,yes,,4.25,4.25,,0.0475,
